Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037131300,5430,Los Angeles,91335,Reseda,-118.5229633,34.2146599,38.39,74.17,70-75%,0.061,86.46,13.328001,94.98,0.053,19.32,702.76,72.97,90.47,96.98,0.00,0.00,314.4013367,40.48,735.5141651,39.20,2.25,29.44,3.35,24.22,0.05,26.37,0,0.00,0,0.00,42.87,5.28,55.99,62.36,71.72,7.14,91.28,16.74,74.99,21.6,67.03,5.6,40.80,37,61.67,5.4,41.23,33.8,94.41,70.18,7.28,79.94
6071007305,4725,San Bernardino,92354,Loma Linda,-117.2531226,34.0583656,38.37,74.16,70-75%,0.070,99.28,11.59727653,63.26,0.283,74.61,625.20,59.61,72.51,81.55,0.00,0.00,1137.256632,63.72,775.0131211,42.35,1.75,24.83,3,22.97,0.325,62.72,1,13.12,0,0.00,48.61,5.98,71.85,33.04,30.47,6.72,86.81,9.96,29.65,16.8,58.36,12.1,68.81,55.5,85.18,9.1,76.83,27.7,84.54,61.86,6.41,68.22
6059087802,7261,Orange ,90680,Stanton,-117.9975952,33.8101182,38.37,74.15,70-75%,0.043,35.31,11.81711134,70.27,0.186,59.56,749.65,78.54,54.64,57.98,0.00,0.00,11753.88037,98.41,1736.156896,82.63,5.55,46.88,7.5,41.13,0.485,66.06,0,0.00,4.45,70.53,55.20,6.79,85.82,48.06,53.58,4.21,31.49,13.35,56.18,23.7,70.33,16.5,80.03,42.9,69.99,4.9,35.13,18.5,53.76,54.47,5.65,56.90
6065040607,12020,Riverside ,91752,Mira Loma,-117.5457941,34.0114705,38.36,74.14,70-75%,0.063,92.16,13.39344894,95.33,0.523,90.75,858.65,92.43,18.96,11.03,0.59,37.54,14269.9668,98.88,1628.046567,80.70,5,45.20,6.95,38.62,0.33,62.79,4,44.59,1,33.24,64.87,7.98,96.42,27.09,20.10,4.89,49.28,12.98,53.71,17.6,59.74,6.5,45.32,28.2,47.80,8.6,73.80,14.1,31.55,46.34,4.80,44.62
6001405402,3275,Alameda ,94606,Oakland,-122.2461006,37.7933319,38.35,74.12,70-75%,0.028,0.77,9.562347137,45.03,0.586,92.57,108.41,3.93,84.50,93.04,0.00,0.00,627.5156759,51.42,334.6669724,10.04,4.2,40.57,42.45,87.77,0,0.00,15,94.83,0,0.00,39.61,4.88,46.62,99.29,92.36,6.58,84.62,10.29,32.24,23,69.16,30.2,95.64,53.5,83.20,8.5,73.08,29.7,88.91,75.87,7.87,87.48
6037432201,4409,Los Angeles,91770,Rosemead,-118.0827115,34.0871355,38.32,74.11,70-75%,0.053,68.90,11.77856947,69.06,0.426,86.38,850.34,91.93,63.48,70.57,3.15,51.11,2362.333374,75.88,737.6206024,39.38,15.25,77.60,10.6,50.35,0,0.00,0,0.00,7,83.46,60.19,7.41,92.86,38.43,38.72,3.9,24.31,10.67,35.41,21.1,66.17,24.4,91.38,41.6,68.17,5.7,44.89,20.9,64.20,49.89,5.17,50.10
6037113321,6420,Los Angeles,91311,Chatsworth,-118.5918392,34.2533539,38.32,74.10,70-75%,0.059,81.80,10.9951147,54.90,0.120,43.42,702.76,72.97,36.66,32.43,0.00,0.00,279.4276632,38.71,1066.330035,62.10,26.05,89.07,0,0.00,0.825,79.73,0,0.00,1,33.24,45.66,5.62,63.95,54.03,61.57,6.55,84.15,17.22,77.19,9.6,39.52,7.3,49.69,27.4,46.29,10.8,85.36,21.1,65.13,65.75,6.82,73.93
6037212303,3966,Los Angeles,90005,Los Angeles,-118.2935144,34.0597633,38.31,74.09,70-75%,0.048,56.28,12.12928682,86.22,0.647,94.34,766.84,83.98,80.44,89.59,0.00,0.00,1575.906657,69.19,1029.814042,59.88,8.35,56.79,2.9,19.91,0.05,26.37,0,0.00,0,0.00,51.83,6.38,79.42,34.81,33.08,3.31,13.14,11.03,38.11,39.2,88.32,44.5,98.97,67.5,94.97,7.9,68.44,29.3,88.01,57.92,6.01,62.14
6013307202,4305,Contra Costa,94509,Antioch,-121.8278001,38.0037019,38.30,74.07,70-75%,0.042,29.83,8.708944404,30.12,0.327,79.13,238.57,8.68,54.29,57.59,0.00,0.00,553.3569845,48.47,1012.700646,58.70,0,0.00,4.7,29.95,0,0.00,13,92.08,0,0.00,34.18,4.21,31.01,162.03,99.35,6.39,82.04,22.19,93.66,23.4,69.83,11.6,67.21,59.3,89.21,16.2,97.15,36.2,96.40,87.82,9.11,98.35
6047000802,3996,Merced ,95301,Atwater,-120.5855674,37.3434621,38.29,74.06,70-75%,0.056,75.13,12.01370905,79.09,0.270,73.14,891.89,94.89,27.33,20.35,373.94,83.67,19.61366653,14.57,920.2925858,53.01,0,0.00,1.7,13.60,0,0.00,0,0.00,9.5,89.75,48.04,5.91,70.33,67.25,76.47,5.05,53.85,21.14,91.03,24.1,71.07,12.8,70.92,35.8,59.92,NA,NA,6.2,2.59,62.45,6.48,69.05
6037576403,5485,Los Angeles,90813,Long Beach,-118.1698152,33.7789729,38.28,74.05,70-75%,0.038,18.87,11.65311866,64.52,0.147,50.33,336.40,27.42,74.19,83.24,0.00,0.00,8124.049805,96.11,638.8217601,31.34,0,0.00,3.8,26.65,0.02,10.06,4,44.59,0,0.00,36.40,4.48,36.84,82.09,86.54,6.63,85.46,17.52,78.36,35.9,85.29,13.5,72.76,68.4,95.50,6.8,58.19,34.4,94.90,82.39,8.54,94.63
6077004302,6036,San Joaquin,95240,Lodi,-121.280177,38.1228276,38.28,74.04,70-75%,0.046,48.56,10.56501422,52.62,0.171,56.57,536.36,51.98,70.87,79.90,0.00,4.05,166.1596947,32.57,531.9382386,23.41,9.1,61.05,69.25,94.46,0.1,41.46,0,0.00,0,0.00,42.27,5.20,54.21,65.8,75.01,5.98,74.70,18.98,84.18,19.2,62.90,4.9,36.86,39,64.30,11.2,86.84,22.1,68.82,70.95,7.36,81.08
6065040812,4281,Riverside ,92860,Norco,-117.5494884,33.9244565,38.27,74.02,70-75%,0.061,85.05,12.71055896,92.47,0.213,64.32,884.48,94.48,56.28,60.29,4.32,53.37,4440.323405,90.11,977.9986659,56.49,7.55,54.23,10,48.91,0,0.00,1,13.12,0,0.00,57.47,7.07,89.47,28.81,23.18,7.45,93.51,16.81,75.22,13.5,51.35,2,15.38,28.8,48.81,5.6,43.81,16.2,42.68,52.19,5.41,53.51
6037183620,3245,Los Angeles,90042,Los Angeles,-118.1898523,34.115176,38.27,74.01,70-75%,0.052,67.60,11.64363901,64.21,0.188,59.81,486.40,47.86,89.43,96.26,0.00,0.00,1474.043335,68.05,738.0375354,39.39,5,45.20,3.3,24.18,0,0.00,2,24.15,0,0.00,43.17,5.31,56.98,47.69,53.19,6.09,77.05,12.3,48.92,28.5,77.57,13.9,73.74,49.1,78.13,9.6,79.69,28.8,86.95,69.47,7.20,78.84
6071002502,8969,San Bernardino,92335,Fontana,-117.462458,34.077528,38.26,74.00,70-75%,0.063,94.01,12.7258243,92.57,0.089,33.35,558.89,54.31,55.51,59.19,0.00,0.00,12871.96647,98.69,351.4076829,11.08,0,0.00,0,0.00,0.05,26.37,0,0.00,2.5,58.24,42.57,5.24,55.05,62.8,72.20,5.19,57.39,19.54,85.90,34.8,84.26,11.5,66.90,42.4,69.21,10.6,84.55,15.7,40.13,70.42,7.30,80.23
6077003111,3666,San Joaquin,95207,Stockton,-121.3245319,37.9941419,38.26,73.98,70-75%,0.045,41.42,10.93957685,54.39,0.179,58.10,692.96,68.20,37.64,33.77,0.60,37.89,615.0926514,51.00,965.2103807,55.90,0,0.00,3.6,25.35,0,0.00,12,90.16,0,0.00,41.09,5.06,51.05,103.61,93.62,6.69,86.35,17.88,80.27,11.4,45.44,1.6,11.96,47.5,76.16,10.4,83.57,25.3,78.75,72.96,7.56,83.52
6059074106,6613,Orange ,92704,Santa Ana,-117.9165225,33.7043732,38.25,73.97,70-75%,0.044,37.09,11.50696018,60.95,0.236,68.14,403.60,34.95,53.24,56.00,0.66,38.57,11471.41341,98.28,1044.551831,60.76,71.95,98.34,51.7,90.91,8.095,98.00,0,0.00,0,0.00,57.04,7.02,88.99,44.43,48.18,6.28,80.04,11.5,42.11,25,72.57,6.2,43.95,35.7,59.80,3.8,20.89,16.5,44.30,52.54,5.45,54.06
6037550700,6360,Los Angeles,90240,Downey,-118.1314443,33.9642238,38.24,73.96,70-75%,0.046,45.66,12.17478332,87.68,0.226,66.41,737.22,77.16,67.48,75.71,0.00,0.00,3059.920003,81.46,2577.725627,93.30,34.25,93.01,29.8,79.97,1.62,86.77,8,73.64,6.5,81.10,71.58,8.81,99.08,33.83,31.67,5.35,61.01,12.83,52.92,18.3,61.14,10,61.30,16.8,24.23,4,23.29,8,6.05,41.87,4.34,38.10
6037301900,8207,Los Angeles,91206,Glendale,-118.2464109,34.1556019,38.24,73.95,70-75%,0.054,71.80,11.75637121,68.19,0.986,98.18,676.52,66.26,39.21,35.94,0.00,0.00,1126.719991,63.58,2260.811557,90.34,1.2,20.50,0,0.00,0.025,16.41,3,34.11,3,62.71,50.11,6.17,75.42,35.22,33.89,5.06,54.12,15.69,70.05,10.1,41.15,32.6,96.69,29.5,49.97,6.7,57.20,30,89.53,59.80,6.20,64.99
6037113233,7624,Los Angeles,91304,Canoga Park,-118.6012203,34.2269621,38.23,73.93,70-75%,0.058,79.98,11.18494089,56.64,0.303,76.76,702.76,72.97,64.60,72.08,0.00,0.00,214.0940043,35.22,959.663138,55.64,5,45.20,7.75,41.69,0.495,66.18,0,0.00,0,0.00,47.65,5.86,69.35,50.82,57.68,4.86,48.54,12.04,46.32,19.2,62.90,18.7,84.15,43.9,71.41,6.9,59.22,36.9,96.83,62.87,6.52,69.70
6037199110,2643,Los Angeles,90032,Los Angeles,-118.197404,34.0793615,38.22,73.92,70-75%,0.049,59.76,12.29318207,89.60,0.056,20.51,486.40,47.86,77.62,87.02,0.00,0.00,1968.713338,73.01,1030.181306,59.94,0,0.00,5.25,32.93,0.26,59.48,8,73.64,1,33.24,49.76,6.12,74.62,41.97,44.69,5.81,71.26,8.35,15.93,37.4,86.66,17.4,81.95,38.4,63.47,11.8,88.92,20.1,61.08,60.19,6.24,65.67
6075020100,6039,San Francisco,94103,San Francisco,-122.4200011,37.7686074,38.22,73.91,70-75%,0.028,2.00,8.560069979,24.51,1.332,99.14,257.97,13.56,55.00,58.46,0.00,7.23,537.8979899,47.94,917.1624436,52.81,14.75,76.74,32,82.02,1,81.59,0,0.00,6,79.63,46.80,5.76,66.94,73.39,80.99,6.49,83.50,8.54,17.58,14.4,53.52,19.8,85.81,46.8,75.23,6.7,57.20,21,64.67,63.99,6.63,71.49
6037117201,4785,Los Angeles,91343,North Hills,-118.4700895,34.2426724,38.22,73.90,70-75%,0.061,86.96,11.85326141,71.40,0.494,89.65,702.76,72.97,63.21,70.23,0.00,0.00,323.1303304,40.84,2615.008371,93.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,43.80,5.39,58.76,80.81,85.63,4.11,29.15,14.58,64.12,24.7,72.10,20.7,86.96,45.5,73.64,7.2,62.26,30.7,90.61,68.38,7.09,77.40
6073022000,4311,San Diego,91950,National City,-117.0871662,32.6798189,38.18,73.88,70-75%,0.041,28.06,10.42281887,51.95,0.455,87.75,336.24,26.39,65.59,73.44,0.00,0.00,653.146993,52.44,2797.182011,94.73,0,0.00,5.5,33.92,0,0.00,4,44.59,0,0.00,39.80,4.90,47.24,79.74,85.03,4.67,43.08,17.19,77.12,24.4,71.57,17.3,81.64,49.8,78.99,11.7,88.62,29.7,88.91,75.18,7.79,86.51
6001402700,1842,Alameda ,94612,Oakland,-122.2769914,37.8103872,38.18,73.87,70-75%,0.027,0.20,9.918430785,48.33,0.566,91.91,108.41,3.93,64.40,71.85,0.00,0.00,699.7579956,54.11,788.635544,43.40,17.3,81.03,220.05,99.27,1.06,82.58,11,87.97,0,0.00,49.53,6.10,74.16,98.73,92.16,10.86,99.86,8.67,18.46,12,47.38,7,48.14,35.3,59.18,3.8,20.89,24.9,77.64,60.40,6.26,65.95
6095252604,3783,Solano ,94533,Fairfield,-122.0512466,38.2642121,38.17,73.86,70-75%,0.040,23.70,8.709407175,30.13,0.461,88.10,285.98,16.26,56.50,60.70,0.00,0.00,654.3536682,52.49,2129.886567,88.90,0,0.00,16.8,63.97,0,0.00,4,44.59,0,0.00,37.26,4.59,39.49,121.47,96.05,5.97,74.52,16.24,72.53,26.9,75.39,NA,NA,39.3,64.75,11.5,87.89,30.3,89.99,80.27,8.32,92.72
6067005201,3506,Sacramento ,95826,Sacramento,-121.4229418,38.5590043,38.16,73.85,70-75%,0.046,46.73,9.110191728,39.39,0.408,85.28,252.98,10.98,46.99,47.14,0.00,0.00,185.5912018,33.69,2190.33321,89.70,9.1,61.05,14.8,59.16,0.26,59.48,5,52.00,1.2,34.69,47.17,5.81,68.05,43.55,46.95,9.35,99.08,7.94,13.35,9.6,39.52,4.3,33.01,73.1,97.54,22.2,99.47,41.9,98.82,63.40,6.57,70.68
6085501401,3182,Santa Clara,95116,San Jose,-121.8697204,37.3515633,38.15,73.83,70-75%,0.039,20.81,8.997151171,37.29,0.320,78.38,289.69,18.44,73.93,83.01,0.00,0.00,87.09863283,25.22,2037.877286,87.66,12.35,71.36,26.25,77.01,0.01,8.74,3,34.11,6.5,81.10,47.39,5.83,68.65,53.66,60.99,5.91,73.33,10.22,31.68,32.4,82.08,25.2,92.30,41.6,68.17,5.8,46.14,21.2,65.48,63.08,6.54,70.05
6059099701,6185,Orange ,92655,Midway City,-117.9852856,33.7483608,38.13,73.82,70-75%,0.042,32.27,11.54757668,62.02,0.104,38.52,429.66,39.65,60.24,66.05,0.27,30.66,7144.136556,94.85,1056.965749,61.59,0,0.00,12.15,53.85,0.05,26.37,0,0.00,0,0.00,40.82,5.02,50.24,45.09,48.89,7.83,95.73,10.71,35.72,34.8,84.26,29.7,95.39,48,76.77,10.8,85.36,30.1,89.70,73.20,7.59,83.81
6037602403,5289,Los Angeles,90250,Hawthorne,-118.3481183,33.9130743,38.13,73.81,70-75%,0.042,30.63,12.05874567,81.69,0.117,42.40,243.46,8.98,63.91,71.23,0.00,0.00,3921.970052,88.05,1310.910709,72.63,0.1,2.43,16.25,63.11,0.025,16.41,0,0.00,0,0.00,38.43,4.73,43.05,77.65,83.85,6.99,89.80,19.79,86.75,19.3,63.15,14,73.97,36,60.19,9.4,78.63,21.7,67.52,77.75,8.06,89.92
6037431100,7087,Los Angeles,91016,Monrovia,-117.9971918,34.1360755,38.12,73.80,70-75%,0.058,79.20,11.8926537,72.91,0.530,90.91,632.57,60.37,61.08,67.04,0.00,0.00,2475.023356,76.80,1560.164232,79.26,31.5,91.96,31.75,81.67,1.25,84.51,2,24.15,8.8,87.96,68.56,8.44,98.36,46.9,51.86,3.91,24.57,10.87,36.89,13.1,50.25,10.1,61.71,32.1,54.20,5,36.44,16.5,44.30,43.58,4.52,40.62
6099001604,3888,Stanislaus ,95351,Modesto,-121.0172914,37.6170322,38.12,73.78,70-75%,0.054,70.48,11.19117278,56.74,0.028,10.01,867.67,93.44,58.31,63.14,0.00,0.00,290.5120036,39.38,291.2031523,7.79,0.7,10.98,0,0.00,0,0.00,6,59.92,0,0.00,33.14,4.08,28.00,109.56,94.80,6.44,82.76,19.88,87.11,48.4,95.17,23.9,90.98,73.8,97.69,23.3,99.60,24.6,76.80,90.14,9.35,98.99
6071009913,5583,San Bernardino,92395,Victorville,-117.287959,34.5147771,38.11,73.77,70-75%,0.059,82.20,7.494646656,9.61,0.142,49.27,511.98,49.83,60.93,66.89,0.11,24.18,24.16130033,16.25,1350.779155,73.81,0,0.00,10.3,49.63,0,0.00,3,34.11,0.25,9.53,37.22,4.58,39.38,107.74,94.44,7.02,90.08,27.83,99.05,25.5,73.42,1.3,9.47,53.3,82.99,15.5,96.29,21.7,67.52,80.23,8.32,92.67
6039000603,5930,Madera ,93638,Madera,-120.0497327,36.9793126,38.11,73.76,70-75%,0.058,79.79,12.62093517,91.89,0.078,29.20,651.67,61.91,53.01,55.51,0.08,21.92,4311.583985,89.77,533.0845523,23.49,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,37.79,4.65,41.10,96.66,91.72,4.15,30.13,32.13,99.80,58.4,98.71,17.9,82.88,66.2,94.20,11.5,87.89,19.2,57.15,79.02,8.19,91.31
6037296901,4422,Los Angeles,90731,San Pedro,-118.2945655,33.7301628,38.11,73.75,70-75%,0.036,15.02,11.66349226,64.85,0.076,28.34,388.69,32.71,72.93,81.98,0.00,0.00,3228.843384,83.15,428.8442971,15.90,10.2,64.48,6.1,36.56,0.11,43.58,7,68.85,0,0.00,41.06,5.05,50.98,103.61,93.62,5.24,58.56,14.57,64.02,24.2,71.23,11.2,65.94,44.3,72.09,7.2,62.26,34.9,95.38,72.72,7.54,83.22
6073010009,6918,San Diego,92173,San Ysidro,-117.0528794,32.5473763,38.11,73.73,70-75%,0.041,28.76,15.05539111,98.92,0.301,76.55,310.01,23.45,43.23,41.59,0.00,0.00,1178.051412,64.35,11371,99.99,0,0.00,1,9.60,0,0.00,20,98.66,0.1,1.98,43.48,5.35,57.86,59.38,68.44,4.61,41.47,15.4,68.76,39.5,88.64,24.9,92.02,63.8,92.63,7.8,67.46,17.3,48.17,68.67,7.12,77.86
6037482304,3437,Los Angeles,91770,Rosemead,-118.0988908,34.0644299,38.10,73.72,70-75%,0.051,64.27,11.97713098,77.27,0.087,32.46,691.78,68.13,80.51,89.64,0.00,0.00,2539.066691,77.24,831.8770251,46.43,12,70.69,0.75,6.99,0.2,54.51,1,13.12,0,0.00,47.64,5.86,69.33,35.94,34.96,4.63,41.93,9.99,29.89,48.1,94.92,30.9,95.86,69,95.79,7.4,64.21,38.9,97.93,62.67,6.50,69.34
6065041407,5500,Riverside ,92505,Riverside,-117.4726363,33.9110608,38.10,73.71,70-75%,0.062,90.88,12.74759454,92.67,0.132,46.33,668.24,64.80,57.37,61.83,0.00,0.00,2502.003255,77.02,1105.998452,64.29,8,56.20,16,62.77,0.1,41.46,0,0.00,0,0.00,52.18,6.42,80.29,54,61.42,3.73,20.67,18.28,81.82,27.1,75.66,8,52.71,42,68.59,6.1,50.06,18.1,51.91,57.21,5.93,61.01
6071005100,7545,San Bernardino,92404,San Bernardino,-117.2805874,34.1575897,38.08,73.69,70-75%,0.072,99.75,11.01993814,55.05,0.083,30.77,553.02,53.30,76.19,85.47,0.00,0.00,3614.853353,86.17,589.506988,27.53,21,85.04,0,0.00,0,0.00,0,0.00,0,0.00,42.17,5.19,53.90,97.17,91.79,5.73,69.53,18.26,81.67,14.9,54.58,5.7,41.33,38.6,63.76,15.4,96.09,17,46.80,70.75,7.34,80.74
6037600501,2534,Los Angeles,90303,Inglewood,-118.322075,33.9345627,38.07,73.68,70-75%,0.043,33.73,12.11332221,85.41,0.235,68.08,456.91,43.65,77.16,86.48,3.77,52.47,3787.026693,87.18,778.8208687,42.65,1,18.72,0.2,1.53,0.01,8.74,5,52.00,0,0.00,47.04,5.79,67.57,73.51,81.09,6.13,77.80,16.39,73.47,9.6,39.52,1.1,7.56,28.6,48.38,8.9,75.65,24.3,75.83,63.42,6.58,70.71
6059001903,3690,Orange ,92833,Fullerton,-117.958868,33.8567264,38.03,73.67,70-75%,0.046,45.63,12.04427886,80.83,0.490,89.47,899.31,95.30,88.67,95.84,0.00,0.00,5097.906575,91.65,4695.973798,99.44,0.1,2.43,4.45,28.87,0,0.00,0,0.00,0,0.00,51.93,6.39,79.63,39.25,40.20,5.4,62.11,9.89,28.98,27.9,76.80,14.5,75.14,39.6,65.23,7.5,65.16,23.3,72.73,57.39,5.95,61.34
6013313206,6129,Contra Costa,94565,Pittsburg,-121.8993314,38.0139188,38.03,73.66,70-75%,0.041,26.45,8.80526856,32.94,0.298,76.25,278.95,15.41,72.54,81.59,0.00,0.00,669.5226644,52.98,1222.903978,69.49,3.6,36.50,9,45.21,0,0.00,3,34.11,0,0.00,37.31,4.59,39.65,135.71,97.88,6.06,76.44,20.32,88.42,25.9,73.99,11,65.13,40.8,66.90,8.2,70.86,27.4,83.87,79.87,8.28,92.33
6087110200,7578,Santa Cruz,95076,Watsonville,-121.7543133,36.9272406,38.03,73.64,70-75%,0.036,15.53,6.176208249,3.85,0.177,57.77,328.37,25.38,77.44,86.78,13353.13,98.60,1.0102767,6.22,579.2805526,26.75,1.85,25.25,53.2,91.26,0.1,41.46,19,98.15,0,0.00,43.81,5.39,58.81,56.91,65.35,5.06,54.12,11.87,45.03,40.1,89.11,14.5,75.14,49.1,78.13,9.7,80.33,27.1,83.18,68.01,7.05,76.94
6029003600,4391,Kern ,93268,Taft,-119.4622032,35.1294919,38.02,73.63,70-75%,0.060,84.34,12.34103117,90.08,0.048,17.14,514.74,50.13,84.30,92.94,0.00,0.00,1796.643636,71.47,144.7559932,2.29,0.4,6.64,7.25,39.91,0.125,46.92,0,0.00,0.2,8.40,40.82,5.02,50.28,38.56,39.01,6.75,87.22,23.07,95.30,26.7,75.10,8.9,56.74,58.3,88.15,13.1,92.50,17.3,48.17,72.99,7.57,83.53
6047000303,2215,Merced ,95334,Livingston,-120.7492817,37.3413009,37.99,73.62,70-75%,0.055,73.70,11.64732422,64.34,0.051,18.52,918.07,95.97,66.39,74.36,18013.25,99.07,26.55463347,16.78,359.9753442,11.68,3.25,34.55,34.3,83.72,0.5,70.25,6,59.92,3.5,65.31,58.79,7.24,91.23,48.22,53.85,2.73,6.34,17.75,79.71,39.8,88.88,8.8,56.30,35.7,59.80,6.7,57.20,9.6,11.03,50.64,5.25,51.17
6075012501,4002,San Francisco,94102,San Francisco,-122.4109765,37.783016,37.98,73.61,70-75%,0.028,1.41,8.646736357,28.05,0.994,98.23,257.97,13.56,40.18,37.33,0.00,0.54,590.4879964,49.91,738.9882471,39.43,27.55,89.93,5.85,34.87,0.395,64.57,10,84.20,0,0.00,40.61,5.00,49.56,82.63,86.85,6.35,81.33,8.93,20.50,21.4,66.69,25.9,92.86,68.7,95.62,NA,NA,25.6,79.56,73.29,7.60,84.04
6001435104,5826,Alameda ,94544,Hayward,-122.038971,37.6385981,37.96,73.59,70-75%,0.035,14.28,8.385284281,19.93,0.143,49.32,185.81,5.92,45.76,45.12,0.46,35.49,489.2666524,46.34,1167.147535,67.29,20.25,84.33,19,67.87,0.62,75.54,0,0.00,0,0.00,38.82,4.78,44.44,99.83,92.58,7.29,92.42,19.98,87.46,15.4,55.58,18.1,83.24,32.5,54.97,5.3,40.34,25,77.95,76.62,7.94,88.49
6065043309,2798,Riverside ,92544,Hemet,-116.9504264,33.751115,37.94,73.58,70-75%,0.062,91.06,8.777855789,32.25,0.236,68.24,473.53,45.99,67.45,75.66,0.72,39.36,1049.423004,62.17,683.564999,34.81,0,0.00,2,16.54,0,0.00,0,0.00,0,0.00,38.57,4.75,43.50,57.03,65.49,6.67,86.03,17.51,78.32,29.5,78.68,7.6,50.92,59.7,89.46,11,86.17,26.8,82.57,77.09,7.99,89.13
6037920337,7330,Los Angeles,91321,Newhall,-118.5128742,34.3736616,37.94,73.57,70-75%,0.064,94.56,9.850480338,47.62,0.135,47.33,812.17,88.69,51.72,53.62,0.00,0.00,78.48790107,24.15,1818.521671,84.20,0,0.00,2,16.54,0.05,26.37,0,0.00,3.25,63.73,43.79,5.39,58.72,49.57,55.93,5.27,59.24,13.41,56.64,31.2,80.64,14.3,74.60,48.9,77.90,7.5,65.16,33.5,94.19,67.88,7.04,76.72
6071004601,7511,San Bernardino,92407,San Bernardino,-117.3292141,34.1673473,37.93,73.56,70-75%,0.070,99.39,11.32214518,58.15,0.414,85.65,401.79,34.82,33.49,28.46,0.00,0.00,4753.726725,90.98,1450.84442,76.98,17.8,81.61,0,0.00,0.085,30.83,0,0.00,0,0.00,47.03,5.79,67.53,72.76,80.46,5.13,55.85,20.4,88.66,10.8,43.40,3.4,27.02,40.3,66.16,9.9,81.27,15.5,39.20,63.20,6.55,70.26
6029004000,8676,Kern ,93263,Shafter,-119.2918485,35.516438,37.89,73.54,70-75%,0.060,84.18,13.64874758,96.50,0.049,17.50,791.29,86.57,54.39,57.70,3000.91,94.66,914.2989806,59.43,128.2621346,1.83,7.7,54.71,5.25,32.93,0,0.00,0,0.00,0,0.00,47.37,5.83,68.61,45.4,49.43,4.42,36.41,17.07,76.52,47.6,94.54,27.4,93.96,54.6,84.38,9.5,79.16,7.1,4.09,62.67,6.50,69.37
6065042902,5064,Riverside ,92570,Perris,-117.3068214,33.7493426,37.88,73.53,70-75%,0.062,88.38,10.65026811,53.02,0.034,12.30,576.99,55.85,53.09,55.62,12.06,62.07,726.3109945,54.82,213.4616906,4.60,16,79.15,0,0.00,0,0.00,0,0.00,2,51.98,40.96,5.04,50.75,55.54,63.41,5.91,73.33,20.53,89.08,35.9,85.29,17.2,81.46,53.1,82.73,11.7,88.62,9.4,10.17,72.46,7.51,82.96
6013355200,11313,Contra Costa,94521,Concord,-121.9764323,37.9987014,37.86,73.52,70-75%,0.039,22.08,8.645868558,27.95,0.219,65.30,314.29,23.74,25.72,18.42,0.00,0.00,866.4653118,58.34,1783.109132,83.56,12,70.69,32.8,82.60,0.31,62.06,2,24.15,12.2,93.84,47.17,5.81,68.08,120.53,95.99,6.8,87.68,18.29,81.88,13,50.00,4.2,32.23,19.1,29.62,7.9,68.44,8,6.05,62.89,6.52,69.71
6083002103,4511,Santa Barbara,93454,Santa Maria,-120.4270588,34.9306689,37.86,73.51,70-75%,0.032,9.71,7.567723582,10.03,0.155,52.41,244.25,9.13,41.49,39.33,1959.82,92.66,13.83796693,12.29,1089.731518,63.40,1,18.72,64.9,93.95,1.25,84.51,9,78.41,0,0.00,42.45,5.23,54.77,82.18,86.65,6.01,75.33,12.69,52.01,27.9,76.80,16.8,80.64,57.4,87.22,4.2,25.84,23,71.64,69.88,7.25,79.45
6037555212,4849,Los Angeles,90716,Hawaiian Gardens,-118.0662058,33.8273348,37.86,73.49,70-75%,0.042,31.25,11.68002345,65.59,0.100,37.25,642.90,61.09,73.11,82.18,0.00,0.00,3771.069906,87.09,924.8748639,53.31,1,18.72,14.15,58.00,0,0.00,7,68.85,0,0.00,44.52,5.48,60.68,47.02,52.12,5.15,56.35,17.18,77.01,36.7,85.85,15.5,77.63,44.1,71.78,4.8,33.92,29.3,88.01,66.63,6.91,75.22
6037302004,4174,Los Angeles,91206,Glendale,-118.2387735,34.1488475,37.84,73.48,70-75%,0.054,71.18,11.74227874,67.70,0.634,94.00,676.52,66.26,52.51,54.67,0.00,0.00,1263.983358,65.65,1386.349203,75.00,1.3,21.12,0.3,3.58,0,0.00,2,24.15,0.3,10.65,45.17,5.56,62.45,40.56,42.36,3.95,25.43,17.71,79.52,13.2,50.53,42.5,98.77,49.9,79.05,13.3,93.08,30,89.53,65.65,6.81,73.78
